id|game|chapter|speaker|text|tag
829|FE3BookTwo|22-TheDragon'sAltar3|Sirius|Princess Nyna! You mustn't give up. You shouldn't be a weak person!|
830|FE3BookTwo|22-TheDragon'sAltar3|Nyna|Ah...! You are... Camus...!? You are Camus!! Why... Why are you... Am I dreaming? You're still alive... Ah... It's true...|
831|FE3BookTwo|22-TheDragon'sAltar3|Sirius|.....! Empress... I think you're mistaken. I am Sirius, a soldier of the allied army. I don't know anybody called Camus...|
832|FE3BookTwo|22-TheDragon'sAltar3|Nyna|Sirius...!? ...How...? No! That's wrong!! You must be...|
833|FE3BookTwo|22-TheDragon'sAltar3|Sirius|Please calm down. You must be very tired. I must leave this place very soon. Well, Empress Nyna... You should return to Prince Marth's side...|
834|FE3BookTwo|22-TheDragon'sAltar3|Nyna|You... Where are you going?|
835|FE3BookTwo|22-TheDragon'sAltar3|Sirius|I must return to my country. I... I have somebody waiting there for me.|
836|FE3BookTwo|22-TheDragon'sAltar3|Nyna|Really, is that so? I understand... Sirius... thank you.|
837|FE3BookTwo|22-TheDragon'sAltar3|Sirius|..... Sorry...|
838|FE3BookTwo|22-TheDragon'sAltar3|Nyna|Huh...!?|
839|FE3BookTwo|22-TheDragon'sAltar3|Sirius|It's... nothing... Empress, you must go!|
840|FE3BookTwo|22-TheDragon'sAltar3|Merric|Elice! It's me, Merric! Please open your eyes. I studied magic so that I could protect you... Yet I still couldn't do that, or be by your side... Elice... I'm begging you... Please open your eyes!|
841|FE3BookTwo|22-TheDragon'sAltar3|Elice|Merric...? ...! Oh, Merric! Save me... Gharnef, he... is so frightening... Please save me!|
842|FE3BookTwo|22-TheDragon'sAltar3|Merric|Elice! Great, you've finally awakened. It's alright now, I'm here. Oh... But Marth... and the others are watching... This is embarrassing. Elice, no matter what happens I won't leave your side again... Okay?|
843|FE3BookTwo|22-TheDragon'sAltar3|Julian|Miss Lena, wake up! It's me, Julian. What should I do? I know I'm a man with no merits, but for you I will do anything. I don't have any other wishes, I just want to see you smile, Miss Lena. Smile, I'm begging you, Miss Lena...|
844|FE3BookTwo|22-TheDragon'sAltar3|Lena|Oh... Julian... You did come. I believed that you would definitely come. So that's how I could endure the horrors that I faced... Julian, I'm sorry. I always acted like a spoiled brat to you.|
845|FE3BookTwo|22-TheDragon'sAltar3|Julian|No... Just hearing Miss Lena's words is enough for me.|
846|FE3BookTwo|22-TheDragon'sAltar3|Lena|Julian, can you listen to a request of mine?|
847|FE3BookTwo|22-TheDragon'sAltar3|Julian|Huh? Oh, please ask, as long as I can do it...|
848|FE3BookTwo|22-TheDragon'sAltar3|Lena|From now on, just call me Lena. It seems so impersonal when you call me Miss Lena. Because we're going to return to Macedon, to live together.|
849|FE3BookTwo|22-TheDragon'sAltar3|Julian|Huh? ...Miss Lena... Oh... No... I meant Le... na... Do you really mean that...|
850|FE3BookTwo|22-TheDragon'sAltar3|Lena|Mmm... I believe the deities will forgive me. Because of my... love for you.|
851|FE3BookTwo|22-TheDragon'sAltar3|Maria|Ah, Minerva, sister...|
852|FE3BookTwo|22-TheDragon'sAltar3|Nyna|Ah, Camus...|
853|FE3BookTwo|22-TheDragon'sAltar3|Elice|Ah, Merric...|
854|FE3BookTwo|22-TheDragon'sAltar3|Lena|Ah, Julian...|
855|FE3BookTwo|22-TheDragon'sAltar3|Medeus|I... HAVE RESURRECTED... STUPID HUMANS... I WILL KILL YOU ALL...|
856|FE3BookTwo|22-TheDragon'sAltar3|Medeus|HAHAHA... IT'S NOT OVER YET. YOUR NAIVETY... WILL DESTROY YOU... THOSE SISTERS WILL BE SACRIFICED... THEY WILL BECOME MY BLOOD AND MY FLESH... AND GIVE ME POWER!|
857|FE3BookTwo|22-TheDragon'sAltar3|Medeus|GWA...! WHY... WHY HAVE I... BEEN DEFEATED... SO EASILY...... IS THIS... THE POWER... OF NAGA'S... BINDING SHIELD...? BUT... HUMANS. DON'T FORGET... AS LONG AS GREED LIVES ON IN YOUR HEARTS... YOU WILL LOSE THE SHIELD AND I WILL RISE FROM THE EARTH ONCE AGAIN... REMEMBER... TH...IS...|
858|FE3BookTwo|22-TheDragon'sAltar3|Gotoh|Marth, courageous prince of Altea. Because of your efforts, the Dark Earth Dragon, Medeus, has finally been completely destroyed. Medeus's servants, the Earth Dragons have also vanished into the darkness. As long as the Binding Shield exists, they won't awaken anymore. Marth, descendant of Anri, and the chosen Prince of Light. You have saved mankind, and you have saved our dragon tribe...|
859|FE3BookTwo|22-TheDragon'sAltar3|Tiki|Marth!! I don't have to go back to the Ice Dragons' Temple anymore. I'm so happy! I really like everybody. I definitely don't want to live all by myself at that lonely place again. It's really... like a dream. I'm so happy, so very happy. Marth, I really like you!!|
860|FE3BookTwo|22-TheDragon'sAltar3|Marisha|Really Tiki... For how long do you plan on hogging Marth!? Honestly Marth, if you dare to show even the slightest happiness, Caeda won't forgive you.|
861|FE3BookTwo|22-TheDragon'sAltar3|Caeda|Marisha, you're talking nonsense again. However Marth really does look happy...|
862|FE3BookTwo|22-TheDragon'sAltar3|Marisha|He can finally put to rest his heavy burden. Lord Marth has always been carrying such a heavy responsibility. It must have been hard on him. But Caeda has also had it hard. There are so many people around Marth that finding a chance to even talk to him is difficult. You must have been lonely.|
863|FE3BookTwo|22-TheDragon'sAltar3|Caeda|Mmm... It doesn't matter. As long as Marth is safe, I wouldn't wish for anything else. I once prayed to the deities, since Marth had such an important mission. I prayed that if they decided his life was to be taken, to take my life in his place... That was all I could do.|
864|FE3BookTwo|22-TheDragon'sAltar3|Marisha|..... Ah, Caeda truly can't be beaten. But you don't have to wait any longer. Because Lord Marth is about to return to your side. Look, Caeda, Marth is looking over there. Use your courage!|
865|FE3BookTwo|22-TheDragon'sAltar3|Caeda|Marth...|
866|FE3BookTwo|22-TheDragon'sAltar3|Marth|Caeda, it's finally over. I'm sorry for making you suffer.|
867|FE3BookTwo|22-TheDragon'sAltar3|Caeda|No, I couldn't help you one bit... I'm the one that should be sorry.|
868|FE3BookTwo|22-TheDragon'sAltar3|Marth|Don't be silly. It's only because I had Caeda that I was able to reach this day. Things will be more difficult from now onwards. The seven kingdoms of Archanea are going to be unified, and everybody is going to hand responsibility to me. But, such a task I cannot possibly do by myself. Caeda, I hope you can help me. I really need you.|
869|FE3BookTwo|22-TheDragon'sAltar3|Caeda|I... When I left Talys island, I already swore an oath. No matter where you went, I would be by your side. No matter what happened I would have faith in you. So, no matter what hardships there are, I can endure them. Because Marth... I lov...|
870|FE3BookTwo|08-SoulfulBridge|Cain|Sire, you're safe!|
871|FE3BookTwo|08-SoulfulBridge|Kris|Sir Cain! You made it!|
872|FE3BookTwo|08-SoulfulBridge|Marth|I'm truly glad that you came back unharmed, Cain.|
873|FE3BookTwo|08-SoulfulBridge|Cain|Yeah, somehow I managed to shake off the enemy and escape here. But the enemy is already approaching from the north.|
874|FE3BookTwo|08-SoulfulBridge|Marth|Don't worry. We will crush them.|
875|FE3BookTwo|08-SoulfulBridge|Cain|No, not this time. Hardin is being protected by a mysterious power: we can't lay a finger on him. So even if we fight him now, we haven't a chance of winning. Please, head to the northwestern fortress. There's a boat across the river, which we can use to escape to the Khadein desert.|
876|FE3BookTwo|08-SoulfulBridge|Jagen|Sire, the free company to the south will probably make their move soon. Indeed, now's not the time to fight. For the time being, let's do as Cain suggests and make our escape. After that, we'll think of something...|
877|FE3BookTwo|08-SoulfulBridge|Marth|I see... I don't like it, but we haven't a choice... Everyone, hurry to the northwest fortress!|
878|FE3BookTwo|08-SoulfulBridge|Villager|If ya ask me, archers'll always get along well with archers.|
879|FE3BookTwo|08-SoulfulBridge|Bantu|Oh look, if it isn't Prince Marth. Long time no see, Lad. It seems so noisy out; I wonder what's happened?|
880|FE3BookTwo|08-SoulfulBridge|Marth|Ah, Bantu! Fancy meeting you in a place like this. How is Tiki?|
881|FE3BookTwo|08-SoulfulBridge|Bantu|Oh, she is no longer by my side. Lord Gotoh took her to the Ice Dragon's Temple again.|
882|FE3BookTwo|08-SoulfulBridge|Marth|The Ice Dragon's temple? Where's that? I've never heard of such a place...|
883|FE3BookTwo|08-SoulfulBridge|Bantu|It's in the icy lands, far north of here. But it's no place for humans. Besides the hero Anri, no man has been there yet.|
884|FE3BookTwo|08-SoulfulBridge|Marth|Anri?! Are you, perchance, referring to the "Realm of the Gods" from Anri's legends?|
885|FE3BookTwo|08-SoulfulBridge|Bantu|I'm not at liberty to say anything more. If you want to know more, you should ask Lord Gotoh. Anyhow, I have a favor to ask of you. My precious firestone was stolen by thieves. If you can get it back for me, I'll show you how it works. Thank you, Prince Marth.|
886|FE3BookTwo|08-SoulfulBridge|Hardin|Heh heh heh... Prince Marth, it's been far too long.|
887|FE3BookTwo|08-SoulfulBridge|Marth|Hardin... Why did you attack our country? What would compel you to do such an act? I... I can't believe this. Have you really changed this much?|
888|FE3BookTwo|08-SoulfulBridge|Hardin|Prince, I am the ruler of this continent and the Emperor of Archanea. I will show no quarter to anyone who opposes me. That includes you, Prince... I must destroy this foul world... It is beyond salvation. Traitors, playtime is over. You will all die here. All soldiers, attack! Do not leave a single traitor standing!|
889|FE3BookTwo|08-SoulfulBridge|Gordin|Master! Please, wait!|
890|FE3BookTwo|08-SoulfulBridge|Jeorge|Hm...? Gordin? Long time no see. You seem to have gotten a little sturdier, but has your bow arm improved any?|
891|FE3BookTwo|08-SoulfulBridge|Gordin|Yes, at the moment, I... They call me Altea's master of bows. It's thanks to you, Master, that I've been able to progress this far.|
892|FE3BookTwo|08-SoulfulBridge|Jeorge|And? Did you come here because you wanted to challenge your old teacher?|
893|FE3BookTwo|08-SoulfulBridge|Gordin|N-no! It's not like that... ...I might be asking the impossible, but I'd like you to fight alongside us again, sir.|
894|FE3BookTwo|08-SoulfulBridge|Jeorge|......|
895|FE3BookTwo|08-SoulfulBridge|Gordin|Please! Master!!|
896|FE3BookTwo|08-SoulfulBridge|Jeorge|I pledged allegiance to Princess Nyna, but as for Hardin... I've had it with him. Taking other countries by force, executing "rebels" without reason. The Archanean army I see now is just a collection of hired thugs. There's not even a shred of chivalry left. To return the kingdom of Archanea to what it was once before... I must take it upon myself to turn my bow against my homeland. Gordin. Convey that to Prince Marth.|
897|FE3BookTwo|08-SoulfulBridge|Gordin|Thank you, Master!!|
898|FE3BookTwo|08-SoulfulBridge|Astram|You traitors! I'll show you the might of Mercurius!!|
899|FE3BookTwo|08-SoulfulBridge|Astram|Midia... My love...|
900|FE3BookTwo|08-SoulfulBridge|Jeorge|You wouldn't have needed to die if you hadn't come so close, fools...|
901|FE3BookTwo|08-SoulfulBridge|Jeorge|What fools...|
902|FE3BookTwo|08-SoulfulBridge|Hardin|Rebel soldiers... Come to die, have you? I'll show you the terror of Gradivus!|
903|FE3BookTwo|08-SoulfulBridge|Jagen|Please hurry, sire. The enemy is closing in on us.|
904|FE3BookTwo|08-SoulfulBridge|Marth|But everyone is still fighting. I can't just leave them behind.|
905|FE3BookTwo|08-SoulfulBridge|Jagen|Don't worry, everyone will escape safely and reunite with you at Khadein. Now sire, to the boat!|
906|FE3BookTwo|12-GraveyardOfFireDragons|Marth|This place... It's incredible... I feel as though I'm burning up just by standing here.|
907|FE3BookTwo|12-GraveyardOfFireDragons|Xane|This is Flame Barrel... The fire dragons' graveyard. It's where the fire dragons who've degenerated into savage beasts come to wait for their death.|
908|FE3BookTwo|12-GraveyardOfFireDragons|Marth|Degenerated, you say...? What do you mean by that?|
909|FE3BookTwo|12-GraveyardOfFireDragons|Xane|I'm not sure if you're aware, but the dragon tribe is dyin'. Those who don't confine their true, dragon form in a stone eventually lose all reason and become monsters.|
910|FE3BookTwo|12-GraveyardOfFireDragons|Marth|So that's why they become Manaketes? Xane, if you know something about the dragon tribe, please tell me.|
911|FE3BookTwo|12-GraveyardOfFireDragons|Xane|If you really wanna know... Tens of thousands of years ago, the dragon tribe settled down on this continent, and created a civilization. They possessed intellect and abilities far exceedin' those of humans. But suddenly, outta nowhere, their day of destruction came. At first, they couldn't bear children. Then they began to lose their minds, goin' berserk one after the next. The elders warned that the end of dragons as a species was approachin'. There was no longer any way to prevent it. However, there was one way they could survive: to discard their identities as dragons and live on as humans. The dragons fell into a panic. Those who believed the elders sealed their forms within stones and became humans. But those who couldn't throw away their pride as a dragon; those who adamantly refused to become human... They eventually lost their minds and became naught but beasts...|
912|FE3BookTwo|12-GraveyardOfFireDragons|Marth|Those fire dragons before us...|
913|FE3BookTwo|12-GraveyardOfFireDragons|Xane|Yeah, they're a livin' example. And it's not just them. There are many others. But they've all gone feral now. There's no way for them to go back... Worse still, they've been manipulated and degraded like cattle by the fire clans who rule over this valley. Well, princey. Whadya say we get out of here? The clansmen around here ain't friendly; if we hang around, we'll end up as bait for their dragon pets.|
914|FE3BookTwo|12-GraveyardOfFireDragons|Xane|Phew! And that be the end of the fire dragons' valley. How you doin', princey?|
915|FE3BookTwo|12-GraveyardOfFireDragons|Marth|I'm fine... I think. Xane, I believe you said that there were other feral dragon tribes.|
916|FE3BookTwo|12-GraveyardOfFireDragons|Xane|Yeah. In addition to this valley, there's the Wyvern's Dale, the Ice Dragon Shrine and the Dragon's Altar...|
917|FE3BookTwo|12-GraveyardOfFireDragons|Marth|The Dragon's Altar?|
918|FE3BookTwo|12-GraveyardOfFireDragons|Xane|It's a dragon graveyard in the mountains of Macedon. There, the earth dragons sleep. A long time ago... Thousands of years ago in fact... The mighty earth dragons lost their minds and attacked the humans. 'Course, the humans barely stood a chance. Most were annihilated, and the rest pushed into the desolate corners of the continent. And then... the divine dragon Naga, strongest of them all, waged a war for humanity. It was a fierce battle, but Naga emerged victorious in the end, and sealed the earth dragons below Dolhr, in a deep sleep. And so that the power of the seal would not wither, she created the "shield of the five orbs" and placed it in the Fane of Raman.|
919|FE3BookTwo|12-GraveyardOfFireDragons|Marth|I see... I understand now. In other words, our guardian deity Naga depicted in legend was the divine dragon that saved humanity. But then, what about the divine sword Falchion?|
920|FE3BookTwo|12-GraveyardOfFireDragons|Xane|Naga took pity on you humans, with no way of protecting yourselves, so she created it from one of her fangs. Then, together with the shield, she sealed it in the fane, and had the remainin' dragon houses watch over humanity. She put the newly born Tiki to sleep and thus ended her 5,000-year life. 'Cause of all this, Gotoh's tryin' his best to carry out Naga's order.|
921|FE3BookTwo|12-GraveyardOfFireDragons|Marth|Wait, Xane... Are you telling me...!?|
922|FE3BookTwo|12-GraveyardOfFireDragons|Xane|Yes: Gotoh is a divine dragon. What, you thought it was just me?|
923|FE3BookTwo|12-GraveyardOfFireDragons|Marth|Wa-wait, Xane. I still don’t understand. What exactly did you mean?|
924|FE3BookTwo|12-GraveyardOfFireDragons|Xane|Phew, my throat is really dry. I can’t stand the heat anymore. Marth, let’s hurry along.|
925|FE3BookTwo|04-JoyAndSorrow|Ogma|Yuliya, Jubelo. This place is notorious for the Macedonian Vikings. If we could, we'd stay the hell away, but the village where Lord Wendell resides is just past this area.|
926|FE3BookTwo|04-JoyAndSorrow|Jubelo|Mister Ogma... I'm scared... Can we go back...?|
927|FE3BookTwo|04-JoyAndSorrow|Yuliya|Jubelo! Get a hold of yourself! You're a man, are you not? Show some spine! You can use a Fire tome, can't you? So... fight with it!|
928|FE3BookTwo|04-JoyAndSorrow|Jubelo|But Master Wendell said that we mustn't fight... Besides, I don't like fighting.|
929|FE3BookTwo|04-JoyAndSorrow|Yuliya|Ugh, stop complaining! It's just you and me now. You have to stay strong, because I... sniff... I don't know what we're supposed to do...|
930|FE3BookTwo|04-JoyAndSorrow|Jubelo|Oh... I'm sorry, Yuliya... I'll do my best, so... please don't cry!|
931|FE3BookTwo|04-JoyAndSorrow|Ogma|Damn... This can't be good... We've been spotted. Kids, we've got no choice; we're going to have to cut through. Do not leave my side!|
932|FE3BookTwo|04-JoyAndSorrow|Boy|D'you know of a staff called Rescue? I hear you can bring faraway allies right next to you in a flash! It'd be so cool if it were true!|
933|FE3BookTwo|04-JoyAndSorrow|Girl|Oh, those "Star Shards" are so shiny and pretty. If you hold on to them, something good might happen to you.|
934|FE3BookTwo|04-JoyAndSorrow|Villager|These days, all them bandits and pirates've been doin' as they please. Geez. This wouldn't 'ave 'appened if it weren't for all them political tomfoolery.|
935|FE3BookTwo|04-JoyAndSorrow|Villager|Oh, you're... you're... the prince of Altea! How nice of you to drop by, sir!|
936|FE3BookTwo|04-JoyAndSorrow|Marth|I heard Lord Wendell was living here.|
937|FE3BookTwo|04-JoyAndSorrow|Villager|Yes, that, er... was correct... Yesterday, a group of Archanean soldiers suddenly came and took the pontifex away. Although, Prince... He did leave his magic tome behind. I believe it's wind magic. Please, take it with you.|
938|FE3BookTwo|04-JoyAndSorrow|Marth|Well, if it isn't Castor! What brings you to a place like this?|
939|FE3BookTwo|04-JoyAndSorrow|Castor|Ah, Prince Marth! Erm... Actually, I need money for medicine for me sick mother. But I couldn't find any work in Talys, so I moved here instead.|
940|FE3BookTwo|04-JoyAndSorrow|Marth|I see... That's terrible... I do hope your mother gets better. Well, goodbye then...|
941|FE3BookTwo|04-JoyAndSorrow|Castor|......... Wait!! Me mother, she's really sick... I need money, sir...|
942|FE3BookTwo|04-JoyAndSorrow|Marth|Hm? Oh right, here. It's only a little, but I hope it helps.|
943|FE3BookTwo|04-JoyAndSorrow|Castor|Uhm... Thank you, Prince Marth. You don't have to be so kind to a guy like me...|
944|FE3BookTwo|04-JoyAndSorrow|Marth|Castor... That's a bit much... It's only natural to help someone in need.|
945|FE3BookTwo|04-JoyAndSorrow|Castor|No, Prince Marth! You've done so much for me. I want to help you. Please, let me fight alongside you. You have my life at your disposal!!|
946|FE3BookTwo|04-JoyAndSorrow|Ogma|And just who the hell are you? Are you in league with the pirates?|
947|FE3BookTwo|04-JoyAndSorrow|Sirius|I am Sirius, a mere traveler.|
948|FE3BookTwo|04-JoyAndSorrow|Ogma|Oh, I see. I'm a little bit worked up right now. Sorry about the mix-up.|
949|FE3BookTwo|04-JoyAndSorrow|Sirius|Those children...|
950|FE3BookTwo|04-JoyAndSorrow|Ogma|I'm taking care of them. Do you know them?|
951|FE3BookTwo|04-JoyAndSorrow|Sirius|No, I don't... But I do know that, as things stand, you won't escape with them. As I understand it, the Altean army should arrive here, provided you reach the southern village. Please, allow me to distract the bandits, while you make your escape to safety.|
952|FE3BookTwo|04-JoyAndSorrow|Ogma|I see. So Prince Marth is here, eh? Got it, thanks. I've got to ask though. Why help a group of complete strangers like us?|
953|FE3BookTwo|04-JoyAndSorrow|Sirius|I want to save the children. That is... all.|
