id|game|chapter|speaker|text|tag
1571|FE11|01-MarthEmbarks|Talys King|Ah, Prince Marth! You have saved us in our hour of need. Please accept my thanks. Lad, I believe you are ready. If you wish to seek out allies in Aurelis, I will give you what soldiers I can to see you arrive there safely. Captain Ogma is a fine swordsman, brave and true. I know he and his fighters will serve you well. Another thing...During your travels, you are certain to meet many who despise Dolhr. Some may be hiding in villages; other may have been captured or forced to fight against their will or better judgment. It falls upon you to find these individuals and win them over your cause. Understood, lad? Then go! The time has come! Be patient, steady, strong: I know you will do great things.|
1572|FE11|20x-LairOfFire|Larissa|Have the villagers given up struggling yet?|
1573|FE11|20x-LairOfFire|Enemy Soldier|With that ogre on the loose? Hardly, sir. All of our soldiers together still can’t contain him. The other villagers have fled into the caverns, out of reach.|
1574|FE11|20x-LairOfFire|Larissa|What? Grr, enough of this! The League will be here soon. Take your positions! We’ll deal with them first and cut that giant down to size later.|
1575|FE11|20x-LairOfFire|Old Woman|Ymir, you’re hurt!|
1576|FE11|20x-LairOfFire|Ymir|Am I? I hardly feel it.|
1577|FE11|20x-LairOfFire|Old Man|Why would you try to take on an entire army just for our sake?|
1578|FE11|20x-LairOfFire|Ymir|Because you treat me like a human being. Do I need another reason?|
1579|FE11|20x-LairOfFire|Old Woman|Ymir... thank you.|
1580|FE11|20x-LairOfFire|Ymir|I’ll be standing guard outside the cavern. Nobody will hurt you, I swear it.|
1581|FE11|20x-LairOfFire|Marth|Who are you? You don’t seem to be one of Grust’s soldiers.|
1582|FE11|20x-LairOfFire|Ymir|You just keep your distance. I’m not letting anyone near the villagers in here, and that includes you!|
1583|FE11|20x-LairOfFire|Marth|You wrong me, sir. I’m here to rout the last of Grust’s army. To save you.|
1584|FE11|20x-LairOfFire|Ymir|Yeah? Well, they said the same thing when they led us down here. And look where that got us. I’m not fallin’ for the same lies twice!|
1585|FE11|20x-LairOfFire|Marth|I speak the truth. But, if my word is not good enough, so be it. Stand aside and watch us fight. Let the battle prove I mean what I say. Agreed? Either way, you are in danger here. Take the villagers and hide until this is over.|
1586|FE11|20x-LairOfFire|Ymir|...So I’m supposed to just sit here, when I could be fightin’?|
1587|FE11|20x-LairOfFire|Marth|Just give me a chance to prove I’m here to protect you.|
1588|FE11|20x-LairOfFire|Ymir|...Fine. I’ll stay out of it. For now. But if I find you’re lyin’ to me, I’ll split you right down the middle!|
1589|FE11|20x-LairOfFire|Ymir|The villagers are countin’ on me. I won’t let you through!|
1590|FE11|20x-LairOfFire|Ymir|Rrgh... I’m sorry... I tried...|
1591|FE11|20x-LairOfFire|Larissa|We’ll never surrender to you Akaneian rabble! Long live Grust!|
1592|FE11|20x-LairOfFire|Larissa|Rebel... scum...|
1593|FE11|20x-LairOfFire|Old Man|Prince Marth, thank you. Those soldiers told us they’d protect us when they led us down here... but they were just using us as leverage, hostages to keep you at bay! If you hadn’t shown up, they might have just killed us outright in the end...|
1594|FE11|20x-LairOfFire|Ymir|Prince Marth, sorry I doubted you.|
1595|FE11|20x-LairOfFire|Marth|Well, at least we’ve cleared up the misunderstanding.|
1596|FE11|20x-LairOfFire|Ymir|Since you came to the villagers’ rescue, how ’bout I help you out as a way of sayin’ thanks?|
1597|FE11|20x-LairOfFire|Marth|You mean... join our army?|
1598|FE11|20x-LairOfFire|Ymir|I’m strongest in the land! Well, second strongest, at least. I can hold my own in battle. But if you don’t want a monster in your ranks, I understand...|
1599|FE11|20x-LairOfFire|Marth|Monster? You’re a giant among men, to be sure, but a hero as well! Any warrior who can fend of an entire army is welcome among us!|
1600|FE11|20x-LairOfFire|Ymir|Then count me in! Let’s see how many more armies break themselves against me, eh!|
1601|FE11|04-BattleInTheLea|Malledus|Aurelis, at last…The enemy will have sent their forces to meet us.|
1602|FE11|04-BattleInTheLea|Marth|Grust, Dolhr, Gra..We’re up against their standing armies, and we must brace ourselves for it.|
1603|FE11|04-BattleInTheLea|Malledus|Sire, I believe it prudent that we start taking time to prepare our troops before each battle. We should select the warriors best suited for the situation and outfit them with the right weapons and items accordingly.|
1604|FE11|04-BattleInTheLea|Marth|All right, that’s sound advice- I believe I’ll take it.|
1605|FE11|04-BattleInTheLea|Bentheon|An unknown army to the south? That must be the Altean princeling and his band of lickspittles. If they think we’ll sit by and let them join forces with the Aurelians, then they have another think coming. With this ridersbane, I’ll litter the lea with their cavalry!|
1606|FE11|04-BattleInTheLea|Young Man|Weapons can be crafted of iron, steel, or silver, each metal more powerful than the last. You’’l need to raise your weapon level accordingly, though, before you can use them.|
1607|FE11|04-BattleInTheLea|||
1608|FE11|04-BattleInTheLea|Young Man|General Bentheon who guards the castle was carrying a ridersbane last I saw. Keep your cavaliers away, or that weapon could spell the end of ‘em.|
1609|FE11|04-BattleInTheLea|Old Man|Did you know you can use keys to unlock doors and lower bridges? …You did? Ahem! Right, of course you did.|
1610|FE11|04-BattleInTheLea|Middle-Aged Man|There’s no terror like the dracoknight. One false move when they’re flyin’ about, and you can kiss your life goodbye.|
1611|FE11|04-BattleInTheLea|Old Woman|Kind Altean, this kingdom is in dire need of a savior. We’ve saved up 5,000 gold and poured our prayers into every coin. Please, use this money to answer them.|
1612|FE11|04-BattleInTheLea|Merric|Aha! Prince Marth. We meet again.|
1613|FE11|04-BattleInTheLea|Marth|…Huh? Merric?! Merric, is that you?|
1614|FE11|04-BattleInTheLea|Merric|Well, yes, sire, last I looked. Whilst studying magic in Khadein, I caught wind of a war brewing and decided to seek you out.|
1615|FE11|04-BattleInTheLea|Marth|I see… Thank you, then. I need friends like you on the battlefield. You will fight with us, of course?|
1616|FE11|04-BattleInTheLea|Merric|Of course! ‘Twould be a passing shame if you didn’t get to see me flex a little magic muscle. Wait till I show you my latest: Excalibur!|
1617|FE11|04-BattleInTheLea|Matthis|Lena… Where are you? What I would give to hear your voice just once before I die…|
1618|FE11|04-BattleInTheLea|Matthis|Lena… Forgive your…fool of a brother…|
1619|FE11|04-BattleInTheLea|Lena|Matthis? Is that you?|
1620|FE11|04-BattleInTheLea|Matthis|Lena?! What are you doing on a battlefield?|
1621|FE11|04-BattleInTheLea|Lena|I was attacked by bandits in the Teeth while tending to the sick there, and these people saved me. The real question is, what are YOU doing on a battlefield- least of all this one!|
1622|FE11|04-BattleInTheLea|Matthis|I’m not here by choice, sister of mine. Since you left, Macedon has only gotten worse and worse. They forced me to enlist- you know I hate warfare, but it was into the army or onto the chopping block.|
1623|FE11|04-BattleInTheLea|Lena|Shame on you, Matthis. If you’re going to fight, then at least fight for something you believe in. Medon has done terrible things: marrying their might to Doluna, helping them torment people…Brother, it’s not too late. You could join Altea’s forces. They’re good people you know. Prince Marth would welcome you. They all would.|
1624|FE11|04-BattleInTheLea|Matthis|…All right, then. If I’m gonna to die, I’d rather die as one of the dashing than one of the dastardly. You know, Lena, you always were the reliable one and now you’re all grown up…I thought for sure you’d have already settled down with your one true love.|
1625|FE11|04-BattleInTheLea|Lena|T-true love? I’ve…I’ve met no such man, Matthis.|
1626|FE11|04-BattleInTheLea|Matthis|Hmm, is that so? I’ll bet you haven’t… Well, you just be careful. There are plenty of thieves out there who would steal a girl’s heart.|
1627|FE11|04-BattleInTheLea|Marth|You must be Matthis, Sister Lena’s-|
1628|FE11|04-BattleInTheLea|Matthis|ACK! Y-you’re Prince Marth! Aieee! S-s-stay your rapier, I beg you!|
1629|FE11|04-BattleInTheLea|Marth|…What has gotten into you?|
1630|FE11|04-BattleInTheLea|Matthis|You mean…you haven’t come to stick me like a pig for fighting under the Macedonian standard?|
1631|FE11|04-BattleInTheLea|Marth|Er, no…|
1632|FE11|04-BattleInTheLea|||
1633|FE11|04-BattleInTheLea|Marth|Really and truly.|
1634|FE11|04-BattleInTheLea|Matthis|Oh! Uh, right then… Sorry about that little display. I guess Lena was right. Just goes to show not all princes are cut from the same cloth!|
1635|FE11|04-BattleInTheLea|||
1636|FE11|04-BattleInTheLea|Matthis|Oh, well, our prince- Prince Michalis of Macedon, that is- he’s strong, and proud…and an utter tyrant. They say he put the soldiers who look the most scared in the front lines on purpose.|
1637|FE11|04-BattleInTheLea|Marth|Hmm… Prince Michalis of Medon…|
1638|FE11|04-BattleInTheLea|Matthis|Don’t worry, sire, I won’t mistake you for him again! Altean princes I can trust!|
1639|FE11|04-BattleInTheLea|Bentheon|You can defy us, yes... But you will never defeat us.|
1640|FE11|04-BattleInTheLea|Bentheon|W...what...|
1641|FE11|04-BattleInTheLea|Elder|Prince Marth, you have our thanks for liberating the south castle. You’ll find Captain Hardin protecting the king and the lady Nyna at the Northern Fortress, located in Aurelis. When you find him, please be sure to give him this silver sword.|
1642|FE11|XX-Epilogue|Caeda|Marth, you did it. It's finally over.|
1643|FE11|XX-Epilogue|Marth|I've waiting a long time for this day. And now I'm not entirely certain what to do with it...|
1644|FE11|XX-Epilogue|Caeda|Marth... um, we haven't talked much since leaving Talys. But I thought.. Do you know where you will be going?|
1645|FE11|XX-Epilogue|Marth|To Altea, of course. War has left my kingdom in ruins. I cannot waste another day; I must return to help rebuild.|
1646|FE11|XX-Epilogue|Caeda|So... I suppose that means you have bid Talys farewell for good...|
1647|FE11|XX-Epilogue|Marth|Don't be silly, Caeda. I need to at least go thank your father and tell him the fighting is done.|
1648|FE11|XX-Epilogue|Caeda|My father...? Marth, I'm not asking about my- Never mind. Please excuse me...|
1649|FE11|XX-Epilogue|Nyna|Marth, did something happen? I just passed Caeda, and she looked heartbroken...|
1650|FE11|XX-Epilogue|Marth|No... Well, we were just talking. And she asked me...|
1651|FE11|XX-Epilogue|Nyna|Ha ha, oh, Marth... How can a man who faced the Shadow Dragon be so desperate to avoid facing his own feelings?|
1652|FE11|XX-Epilogue|Marth|I- my- what? I don't know what you are talking about.|
1653|FE11|XX-Epilogue|Nyna|You wish to send Caeda home to Talys, then, and return to Altea alone? That is what you want?|
1654|FE11|XX-Epilogue|Marth|Well, that's where we both belong. I don't see what my wants have to do with anything.|
1655|FE11|XX-Epilogue|Nyna|Clearly not. Marth, if you have anything to say to Caeda, say it now. Love cannot always make the leap from heart to heart by itself; sometimes you must speak it aloud and give it wings. Surely a great leader like you can muster the courage for that?|
1656|FE11|XX-Epilogue|Marth|.....|
1657|FE11|XX-Epilogue|Marth|Caeda... might I, er, have a moment?|
1658|FE11|XX-Epilogue|Caeda|.....?|
1659|FE11|XX-Epilogue|Marth|I did not speak with my heart before. When I said I would go to Altea, I... Well, I had meant... I hoped you would be at my side.|
1660|FE11|XX-Epilogue|Caeda|.....!|
1661|FE11|XX-Epilogue|Marth|As you said, we have not spoken much since Talys. With you, I felt I never had to say a word. If the battle started to take its toll, you were always there... close by... I would see you there, so beaut- ahem, so brave... and I would, um,.... derive! Yes, derive great strength! Derive... ....Ugh, why is this so difficult?! Caeda, I'm just trying to tell you I-|
1662|FE11|XX-Epilogue|Caeda|Marth... Shh. Me too... Me too.|
1663|FE11|XX-Epilogue|Nyna|Well done, Marth. Our struggle is finally over. You have saved our world.|
1664|FE11|XX-Epilogue|Marth|Not just me. Many fought at my side... And died.|
1665|FE11|XX-Epilogue|Nyna|Marth... You loved her, didn't you? Caeda.|
1666|FE11|XX-Epilogue|Marth|...She was the one I most wanted to keep safe. But I failed, and I have lost her forever... It occurs to me now that perhaps she was the one protecting me all along. Caeda... Why did you take up arms with a fool like me?|
1667|FE11|XX-Epilogue|Nyna|Marth, do not blame yourself. ...Remember Anri and Artemis. We are their descendants; perhaps we were always meant to share their curse as well as their blood. And... perhaps only the curse has exacted its price could our battle with the Shadow Dragon be won. This peace we have made... We must cherish it, Marth. We have both paid so dearly for it. Let us work together to ensure none must endure a tragedy like our again.|
1668|FE11|25-Endgame:ChosenByFate|Marth|We made it. Now we just have to find Medeus...|
1669|FE11|25-Endgame:ChosenByFate|Nagi|I can sense it... A sinister will is at work here...|
1670|FE11|25-Endgame:ChosenByFate|Gotoh|Marth, you have fought splendidly.|
1671|FE11|25-Endgame:ChosenByFate|Marth|Lord Gotoh?! What are you doing here?|
1672|FE11|25-Endgame:ChosenByFate|Gotoh|I washed my hands of humankind and their foolish ways long ago. But you and your companions have convinced me that was a rash decision. Perhaps there is hope for you yet. Allow me to offer what help I can.|
1673|FE11|25-Endgame:ChosenByFate|Marth|You mean you’ll fight with us?|
1674|FE11|25-Endgame:ChosenByFate|Gotoh|Yes. I may lack the power to stop Medeus, but his minions are another story. Let this old man strike them down and clear a path for you. ...The gods have chosen you, Marth, prince of light.|
1675|FE11|25-Endgame:ChosenByFate|Marth|Come, my friends! We have a dragon to tame! Help me confine Medeus to the shadows for all eternity and bring light back into the world!|
1676|FE11|25-Endgame:ChosenByFate|Cain|His last words were as follows: “Tell my son that I leave the future of Altea and our continent in his hands.”|
1677|FE11|25-Endgame:ChosenByFate|Malledus|Your sister knows that you are the future of Altea- nay, the whole land!|
1678|FE11|25-Endgame:ChosenByFate|Medeus|Foolish humans! You dare disturb me while I slumber? Oh, how you will regret it as you die slowly...painfully...writhing in the fires of the inferno!|
1679|FE11|25-Endgame:ChosenByFate|Medeus|Nngh... Defeated again... by humans! Know this, Altean prince... That light which surrounds you is only a temporary respite. So long as the darkness in your hearts continues to sustain me... I cannot be... destroyed...... Rrraaahhh!!!|
1680|FE11|25-Endgame:ChosenByFate|Medeus|Hmm? So... I am not the only dragon revived. I had heard you perished the last time. No matter; you've recovered even less of your power than me. This time, you have no chance!|
1681|FE11|07-LefcandithGauntlet|Minerva|General Harmein, I cannot abide by these tactics of yours. Let me attack the rebels head-on, and keep my pride as a knight of Macedon.|
1682|FE11|07-LefcandithGauntlet|Harmein|Ah, you mean the same pride that cost us all those soldiers back in Aurelis? I think not, Princess. If we’re to regroup, we need to buy time. My tactics are necessary. The emperor himself has named me commander of this post. Either obey, or accept the consequences. Your little sister Maria is still under our word, is she not? What a shame it would be, if we decided we could no longer care for her…|
1683|FE11|07-LefcandithGauntlet|Minerva|Enough! …I will obey. But the Altean knights are smarter than you give them credit for. They will prevail here, and you will regret having acting so rashly, General.|
1684|FE11|07-LefcandithGauntlet|Middle-Aged Man|Say, did you happen to get a look at the axe wrapped in Minerva’s princessly fingers? No, I suppose not, otherwise you’d not be standing here. That axe is Hauteclere, the strongest axe of ‘em all. Nobody knows who made it or where, but it’s said to rival even the three regalia, Archanea’s mightiest weapons. Why, if she got her hands on Iote’s Shield (that’un being Macedon’s treasure, see) she’d be nigh unstoppable!|
1685|FE11|07-LefcandithGauntlet|Bantu|You there. Have you come across a young girl, one by the name of Tiki? She must be found, boy! Tiki is the last of the Naga, the divine-dragon clan. Without her powers, we cannot challenge the Manaketes who serve Medeus… Me? I haven’t the power. I am a fire dragon, yes… But in the name alone, in name alone. I lost my firestone in Pyrathi. Without it, I cannot do battle. …You will be traveling much, yes? I wish to go with you. Perhaps together we can find Tiki.|
1686|FE11|07-LefcandithGauntlet|Minerva|Fie, enough! I’ve no stomach for these cat-and-mouse tactics. Come, Whitewings, we fly! Hyah!|
1687|FE11|07-LefcandithGauntlet|Minerva|Rrgh… I can’t keep up the fight with these wounds… I must withdraw.|
1688|FE11|07-LefcandithGauntlet|Palla|I serve Princess Minerva, not Grust. This battle is over.|
1689|FE11|07-LefcandithGauntlet|Catria|The commander left? Then I’ve no reason to stay.|
1690|FE11|07-LefcandithGauntlet|Est|Sorry, General. My place is with the commander.|
1691|FE11|07-LefcandithGauntlet|Harmein|Curse Minerva and her pride! Grr, no matter. If I am to die here, then I won't be dying alone!|
1692|FE11|07-LefcandithGauntlet|Harmein|Aaargh...Traitors...every...where...|
1693|FE11|07-LefcandithGauntlet|Malledus|Prince Marth, I was wondering if we might talk about the Manaketes.|
1694|FE11|07-LefcandithGauntlet|Marth|Manaketes? You mean the dragonkin?|
1695|FE11|07-LefcandithGauntlet|Malledus|Yes, sire. I was not sure how much knowledge you had of the Manaketes. The Manaketes inhabited our continent long before the dawn of humanity. However, ordinarily their draconic disposition stayed suppressed; their power sealed within special stones. Thus rather than terrorizing humankind, they chose to live simple, peaceful lives in the quieter reaches of the world. However, a century ago, something changed. Medeus, the Shadow Dragon, surfaced in the Dolhr region and created what would be a great empire there. His forces invaded the human realm, and in the blink of an eye, he had subjected all of the land. It was then, in that darkest hour, that a young man named Anri appeared, and rose against the Shadow Dragon. In his head was a shining blade of light- Falchion- which he plunged into Medeus- and the tyrant was no more. Anri went on to found Altea- and the rest, I believe, you know.|
1696|FE11|07-LefcandithGauntlet|Marth|Yes, Malledus… Is that what this was about? I do know my own kingdom’s history. And I know what I must do, now that Medeus has revived and restored Dolhr to its former might.|
1697|FE11|07-LefcandithGauntlet|Malledus|You are Anri’s last male descendant, the only one who can wield Falchion. You must find the blade that was taken, and put an end to Doluna and its misguided Manakete rulers.|
1698|FE11|07-LefcandithGauntlet|Marth|I will finish what my father started. I will avenge him, and bring light back into our world.|
1699|FE11|08-PortWarren|Caesar|Prince Marth, I am Caesar, and this is Radd. We are hired swords in the service of Port Warren. Grust has gathered its knights by the fortresses to the north. It's dangerous for you to stay here. Thankfully, the eastern castle has been left almost entirely unguarded; that's the place to strike. Please be careful, sire. We'll be fighting with you all the way.|
1700|FE11|08-PortWarren|Old Woman|They say a princess of Macedon is being held captive inside Castle Deil. That's odd, don’t you think? Why would Dolhr imprison their own ally?|
1701|FE11|08-PortWarren|Young Man|I saw loads of enemy soldiers up by the northern fortresses! They’ll be pouring out of the gates any minute now. You’d better send someone to bar the exits before they do!|
1702|FE11|08-PortWarren|Roger|I bear you no ill will, but what can I say? A war's a war.|
1703|FE11|08-PortWarren|Caeda|Good day, sir.|
