id|game|chapter|speaker|text|tag
12114|FE7|25-PaleFlowerOfDarkness|Harken|...... I understand. Isadora, I'll do as you ask. My life for my dead lord and for his son, Eliwood.|
12115|FE7|25-PaleFlowerOfDarkness|Marcus|Harken! You are a knight of Pherae! It is you, isn't it, Harken?|
12116|FE7|25-PaleFlowerOfDarkness|Harken|...... Lord Marcus...|
12117|FE7|25-PaleFlowerOfDarkness|Marcus|I received reports that said the entire elite guard had fallen... It looks like you survived. Tell me, why did you not report to Pherae?|
12118|FE7|25-PaleFlowerOfDarkness|Harken|I failed in my duty to protect my sword lord... I am not worthy of the honor of being a knight of Pherae.|
12119|FE7|25-PaleFlowerOfDarkness|Marcus|Harken...|
12120|FE7|25-PaleFlowerOfDarkness|Harken|Before Nergal's magic... we were annihilated. When Lord Elbert was taken away, I was...powerless...|
12121|FE7|25-PaleFlowerOfDarkness|Marcus|Nergal...|
12122|FE7|25-PaleFlowerOfDarkness|Harken|I learned he shared some connection to the Black Fang. I searched the continent for signs of them... I intended to strike against them with my final breath.|
12123|FE7|25-PaleFlowerOfDarkness|Marcus|...... Harken, come with me. You must aid Lord Eliwood in this war.|
12124|FE7|25-PaleFlowerOfDarkness|Harken|But...I...|
12125|FE7|25-PaleFlowerOfDarkness|Marcus|Do not waste the life you swore to Pherae. We are knights, Harken. Be mindful of your oath. You must not die here. For the sake of our fallen master ...live now and, fight.|
12126|FE7|25-PaleFlowerOfDarkness|Harken|I understand. My life for my dead lord and for his son, Eliwood.|
12127|FE7|25-PaleFlowerOfDarkness|Lowen|You... Can it be? Lord Harken?|
12128|FE7|25-PaleFlowerOfDarkness|Harken|......!|
12129|FE7|25-PaleFlowerOfDarkness|Lowen|Wait, please. It has to be you... Lord Harken, a knight of Pherae!|
12130|FE7|25-PaleFlowerOfDarkness|Harken|You... You're one of Lord Marcus's young men.|
12131|FE7|25-PaleFlowerOfDarkness|Lowen|Yes! I am Lowen. I'm currently traveling with Lord Eliwood. I'd heard that your entire company fell, Lord Harken... And yet, at least you survived! Lord Eliwood will be pleased. Why... Why are you in this place?|
12132|FE7|25-PaleFlowerOfDarkness|Harken|I failed in my duty to protect my sword lord... I am not worthy of the honor of being a knight of Pherae.|
12133|FE7|25-PaleFlowerOfDarkness|Lowen|Lord Harken...|
12134|FE7|25-PaleFlowerOfDarkness|Harken|Before that monster's magic... we were annihilated. When Lord Elbert was taken away, I was...powerless...|
12135|FE7|25-PaleFlowerOfDarkness|Lowen|......|
12136|FE7|25-PaleFlowerOfDarkness|Harken|I learned that the man who took Lord Elbert...Nergal, shared some connection to the Black Fang. I searched the continent for signs of them... I intended to strike against them with my final breath.|
12137|FE7|25-PaleFlowerOfDarkness|Lowen|What a tale... Come, you can join us, Lord Harken.|
12138|FE7|25-PaleFlowerOfDarkness|Harken|I cant, Lowen. I would rather die a knight than live in shame. I will trade my life for many of theirs.|
12139|FE7|25-PaleFlowerOfDarkness|Lowen|Wait, please! Lord Elbert would not have wanted this!|
12140|FE7|25-PaleFlowerOfDarkness|Harken|Lowen...|
12141|FE7|25-PaleFlowerOfDarkness|Lowen|Please, be prudent. Lord Eliwood, Lord Marcus, and Lady Isabella... I know that none of them would want you to do this.|
12142|FE7|25-PaleFlowerOfDarkness|Harken|...... You're right. You speak the truth, young Lowen. Let us go and see Lord Eliwood. My life for my dead lord and for his son, Eliwood.|
12143|FE7|25-PaleFlowerOfDarkness|Hector|You-- It can't be... Harken?|
12144|FE7|25-PaleFlowerOfDarkness|Harken|...Oh!|
12145|FE7|25-PaleFlowerOfDarkness|Hector|Hey, hang on! Wait a moment! Wait! You're one of Pherae's knights! Harken, right?|
12146|FE7|25-PaleFlowerOfDarkness|Harken|...Lord Hector.|
12147|FE7|25-PaleFlowerOfDarkness|Hector|You were one of Lord Elbert's sworn men, right? I'd heard all his knights died on Valor... Why didn't you return and report to Eliwood.|
12148|FE7|25-PaleFlowerOfDarkness|Harken|I failed in my duty to protect my sword lord... I am not worthy of the honor of being a knight of Pherae.|
12149|FE7|25-PaleFlowerOfDarkness|Hector|...|
12150|FE7|25-PaleFlowerOfDarkness|Harken|Before Nergal's magic, we were annihilated. When Lord Elbert was taken away, I was...powerless...|
12151|FE7|25-PaleFlowerOfDarkness|Hector|That dog Nergal...|
12152|FE7|25-PaleFlowerOfDarkness|Harken|I learned he shared some connection to the Black Fang. I searched the continent for signs of them... I intended to strike against them with my final breath.|
12153|FE7|25-PaleFlowerOfDarkness|Hector|And now you are here. You can fight with us, Harken. Eliwood is here as well.|
12154|FE7|25-PaleFlowerOfDarkness|Harken|Forgive me, Lord Hector. I would rather die a knight than live in shame. I will trade my life for many of theirs.|
12155|FE7|25-PaleFlowerOfDarkness|Hector|Hold, Harken! Do you think that's what Lord Elbert would ask for?|
12156|FE7|25-PaleFlowerOfDarkness|Harken|......|
12157|FE7|25-PaleFlowerOfDarkness|Hector|I'm not from Pherae, so it may not be my place to say, but... Eliwood waited for you... for any of you to return.|
12158|FE7|25-PaleFlowerOfDarkness|Harken|...Lord Eliwood.|
12159|FE7|25-PaleFlowerOfDarkness|Hector|Eliwood is in a war. If you're a true knight of Pherae, you need to be by his side.|
12160|FE7|25-PaleFlowerOfDarkness|Harken|...I understand. My life is his. May it serve him better than it served his father.|
12161|FE7|25-PaleFlowerOfDarkness|Isadora|Young sir... Are you not Sir Harken?|
12162|FE7|25-PaleFlowerOfDarkness|Harken|......Oh!!|
12163|FE7|25-PaleFlowerOfDarkness|Isadora|Hold! Are you not Sir Harken, a knight of Pherae?|
12164|FE7|25-PaleFlowerOfDarkness|Harken|...Sir Oswin.|
12165|FE7|25-PaleFlowerOfDarkness|Isadora|I'd heard that your entire company had fallen. It is good to see that you are alive and well. Is Lord Eliwood aware that you survived?|
12166|FE7|25-PaleFlowerOfDarkness|Harken|I failed in my duty to protect my sword lord... I am not worthy of the honor of being a knight of Pherae.|
12167|FE7|25-PaleFlowerOfDarkness|Isadora|Sir Harken...|
12168|FE7|25-PaleFlowerOfDarkness|Harken|Before Nergal's magic... we were annihilated. When Lord Elbert was taken away, I was...powerless...|
12169|FE7|25-PaleFlowerOfDarkness|Isadora|Nergal...|
12170|FE7|25-PaleFlowerOfDarkness|Harken|I learned that he shared some connection to the Black Fang. I searched the continent for signs of them... I intended to strike against them with my final breath.|
12171|FE7|25-PaleFlowerOfDarkness|Isadora|I see... Be that as it may, Lord Harken, you may now travel with us. Lord Eliwood is also with us.|
12172|FE7|25-PaleFlowerOfDarkness|Harken|Please, Sir Oswin... I need you to understand. I would rather die a knight than live in shame. I will trade my life for many of theirs.|
12173|FE7|25-PaleFlowerOfDarkness|Isadora|Sir Harken, did you not swear a life of service to Pherae?|
12174|FE7|25-PaleFlowerOfDarkness|Harken|......|
12175|FE7|25-PaleFlowerOfDarkness|Isadora|As a knight of Ostia, it may not be my place to speak, but... Lord Eliwood waited for you... for any of you to return.|
12176|FE7|25-PaleFlowerOfDarkness|Harken|...Lord Eliwood.|
12177|FE7|25-PaleFlowerOfDarkness|Isadora|Lord Eliwood waits for you still. We are knights, bound by duty to the houses we serve. You can still be of service to your lord and master.|
12178|FE7|25-PaleFlowerOfDarkness|Harken|...You are right, Sir Oswin. Forgive my weakness. My life for my dead lord and for his son, Eliwood.|
12179|FE7|25-PaleFlowerOfDarkness|Kenneth|You’re doing much better than I had anticipated. But it’s about time to put an end to this.|
12180|FE7|25-PaleFlowerOfDarkness|Kenneth|Does this…mean… that I…lose…|
12181|FE7|25-PaleFlowerOfDarkness|Jerme|Hyaaa! I’ll chop you all up into tiny, little pieces!|
12182|FE7|25-PaleFlowerOfDarkness|Jerme|G-Gwaah... It hurts... These...cuts...|
12183|FE7|25-PaleFlowerOfDarkness|Eliwood|Everyone is being driven mad by Nergal...|
12184|FE7|25-PaleFlowerOfDarkness|Lyn|It must be terrifying, to lose yourself entirely... To fall completely under the sway of Nergal's power... ...Hey! What could this be?|
12185|FE7|25-PaleFlowerOfDarkness|Eliwood|It can't be... the Fire Emblem?|
12186|FE7|25-PaleFlowerOfDarkness|Hector|So this madman had it all along? Let's take it and go!|
12187|FE7|25-PaleFlowerOfDarkness|Lyn|We've finally gotten it back... Let's not waste our good fortune.|
12188|FE7|25-PaleFlowerOfDarkness|Hector|Eliwood! There's no reason for us to stay any longer!|
12189|FE7|25-PaleFlowerOfDarkness|Eliwood|I know! Let's make haste for the manse! We must stop the assassination! We cannot let the prince's life be put in jeopardy!|
12190|FE7|25-PaleFlowerOfDarkness|Sonia|You know your role, yes? The plan must be carried out tonight.|
12191|FE7|25-PaleFlowerOfDarkness|Nino|Mother...just once...if only for a little while...may I...hold your hand?|
12192|FE7|25-PaleFlowerOfDarkness|Sonia|Nino, you know how I abhor such displays.|
12193|FE7|25-PaleFlowerOfDarkness|Nino|I... I know. But...I may not get another chance... And I thought...|
12194|FE7|25-PaleFlowerOfDarkness|Sonia|...Very well.|
12195|FE7|25-PaleFlowerOfDarkness|Nino|Huh?|
12196|FE7|25-PaleFlowerOfDarkness|Sonia|If you complete this mission, I'll hold your hand as often as you like. I will even hug you and stroke your face.|
12197|FE7|25-PaleFlowerOfDarkness|Nino|Oh, really!? Then I must do my best! I will, I will! I will succeed!! Wait for me, Mother!|
12198|FE7|25-PaleFlowerOfDarkness|Sonia|I will. Be careful!|
12199|FE7|25-PaleFlowerOfDarkness|Nino|...All right!! I'll be back!!|
12200|FE7|25-PaleFlowerOfDarkness|Sonia|Ah, Jaffar, wait here for a moment.|
12201|FE7|25-PaleFlowerOfDarkness|Jaffar|...|
12202|FE7|25-PaleFlowerOfDarkness|Sonia|It's about tonight's mission...|
12203|FE7|25-PaleFlowerOfDarkness|Jaffar|What is it?|
12204|FE7|25-PaleFlowerOfDarkness|Sonia|Once you've killed the prince, kill Nino, too.|
12205|FE7|25-PaleFlowerOfDarkness|Jaffar|What!?|
12206|FE7|25-PaleFlowerOfDarkness|Sonia|The assassinations... Both come directly by the king's request. The prince is well loved, and his death will trigger much chaos. If the assassin is not caught and hanged immediately, the chaos will engulf Bern. A scapegoat is needed. Do you understand?|
12207|FE7|25-PaleFlowerOfDarkness|Jaffar|Nino is your daughter!!|
12208|FE7|25-PaleFlowerOfDarkness|Sonia|She is trash. Garbage. Human refuse. I'm just happy at last to have found a use for her. She did say she would do anything to please her loving mother, did she not? Her death will please me more than her living ever did.|
12209|FE7|25-PaleFlowerOfDarkness|Jaffar|......|
12210|FE7|25-PaleFlowerOfDarkness|Sonia|...What is it? Do you have something to say?|
12211|FE7|25-PaleFlowerOfDarkness|Jaffar|......This...has nothing to do with me.|
